hash,benchmark,verified-result,claimed-result,CaDiCaL_DVDL_V1,CaDiCaL_DVDL_V2,CadicalReorder,Cadical_ESA,IsaSAT,Kissat_MAB-HyWalk,Kissat_MAB_ESA,Kissat_MAB_MOSS,Kissat_MAB_UCB,Kissat_adaptive_restart,LSTech_Maple,LStech-Maple-HyWalk,MapleLCMDistChrBt-DL-v3,SLIME SC-2022,SLIME SC-2022-beta,SeqFROST-NoExtend,cadical_rel_Scavel,ekissat-mab-db-v1,ekissat-mab-gb-db,glucose-reboot,hCaD_V1-psids,hKis-unsat,kissat-els-v1,kissat-els-v2,kissat-sc2022-bulky,kissat-sc2022-light,kissat_inc,kissat_relaxed
ddb3b48d9311e28f26b0f5b9493900c7,clus-1200-4800-20-20-003.shuffled-as.sat03-1087.cnf.xz,sat,sat,12.5243,12.445,12.4568,2.28743,21.4124,3.10459,8.18793,3.1384,3.14256,22.8748,3.68292,1.94578,26.5285,0.534057,0.531583,3.31207,0.791297,4.18088,1.54156,2.63611,12.9176,8.75699,1.86305,1.77632,3.42467,2.44349,3.0609,3.15543
ddca8be5f04a7f18e78e74688ab48a20,satsgi-n25himBHm28-p0-q293.cnf.xz,sat,sat,0.011121,0.011211,0.01246,0.011344,0.010986,0.007397,0.006737,0.006619,0.006638,0.007773,0.03415,0.020085,0.017775,0.023999,0.024404,0.021019,0.055542,0.006954,0.007288,0.018015,0.011338,0.007948,0.006666,0.006671,0.006724,0.006712,0.006504,0.007175
ddce6df9e6cdfe24d48e9a6c86e5513e,ndist.b.22994.cnf.xz,sat,sat,0.450059,0.449505,0.460211,0.444682,0.389921,0.237583,0.23659,0.234159,0.235085,0.300609,3.60509,2.08057,2.08403,2.15935,2.10608,1.75569,0.474012,0.233282,0.232436,10000.0,0.448068,0.452617,0.294248,0.295248,0.287874,0.274529,0.233082,0.269488
dddc0755d8046e1dd77871400cdd15e3,LABS_n100_goal009.cnf.xz,sat,sat,1905.31,10000.0,1922.47,571.126,10000.0,279.235,1980.41,301.84,1797.74,10000.0,1179.33,498.039,223.081,1528.65,3867.76,1985.5,481.419,604.104,148.406,387.259,635.583,275.362,478.664,1216.1,48.5525,1547.34,1190.02,406.413
dde9ca6a4ca2c7fe7e7a8b9d8a69f485,b04_s_unknown.cnf.xz,sat,sat,168.821,168.613,187.332,185.537,2100.48,146.505,141.314,141.533,143.056,57.2698,276.352,320.5,435.209,374.035,492.179,183.121,168.25,141.558,317.36,795.662,476.913,31.8365,85.8641,57.6552,122.842,88.7302,88.543,131.633
ddfd170730b58b283d98518477b52fe5,combined-crypto1-wff-seed-115-wffvars-500-cryptocplx-31-overlap-2.cnf.xz,sat,sat,348.307,432.572,28.2795,2.00823,10000.0,2.24082,10.9026,7.58657,13.25,42.8983,2.51369,2.22409,10000.0,84.83,138.433,3.06101,44.9885,7.63883,6.85926,0.888379,10000.0,16.7993,8.90837,11.404,19.9712,9.93781,62.1668,10.7749
de2c1470302df35e1cf2975f8f9acf9f,gensys-brn001.shuffled-as.sat05-3420.cnf.xz,sat,sat,0.04627,0.046259,0.049289,0.046802,0.046393,0.0331,0.033215,0.033726,0.033033,0.05433,0.703,0.605698,0.565042,0.664647,0.672077,0.144697,0.058777,0.033074,0.032843,0.57462,0.0467,0.043102,0.053788,0.055123,0.056034,0.055378,0.032212,0.031421
de561ad72a609982e97aaf165d8ab93b,fsf-300-354-2-2-3-2.75.opt.cnf.xz,sat,sat,2433.18,2240.57,384.095,2215.49,10000.0,10000.0,520.126,711.023,1267.54,4658.87,9.05832,8.19096,10000.0,0.386588,0.385511,1187.75,336.645,993.068,341.209,29.6001,10000.0,229.98,1847.26,129.817,92.1587,119.922,340.64,36.7962
dea7c2259373934f6bddb5c791c641b1,prime2209-73.cnf.xz,sat,sat,2.53825,2.52894,2.55858,2.43691,6.59976,1.41963,1.3998,1.39087,1.39286,1.97995,5.56466,4.496,3.10888,7.07118,4.10337,1.67919,2.64561,1.38169,1.40971,1.11986,2.40906,1.77661,1.86635,1.88685,1.81253,4.14639,1.34987,1.38701
dea81beed9d7eb7447d94ae7db0b1842,sted4_0x1e3-124.cnf.xz,sat,sat,4419.28,1093.27,10000.0,1174.23,10000.0,315.341,321.277,329.382,316.063,1599.05,278.702,1555.04,1823.66,1694.22,242.579,233.334,1642.24,400.211,612.965,166.109,10000.0,151.296,51.3848,2262.45,849.059,1805.09,89.4283,20.7077
